Theta Demes TotalKappa migration mutation frequency growth s r z RatioCapacities RatioMigration replicates Rescue Error
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.50000	1.00000	0.10000	0.00500	0.50000	0.50000	2000.00000	0.09900	0.01716
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.50000	1.00000	0.10000	0.01000	0.50000	0.50000	2000.00000	0.19100	0.02259
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.50000	1.00000	0.10000	0.02000	0.50000	0.50000	2000.00000	0.33950	0.02721
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.50000	1.00000	0.10000	0.05000	0.50000	0.50000	2000.00000	0.63850	0.02761
500.00000	2.00000	20000.00000	0.00014	0.00005	0.00005	1.50000	1.00000	0.10000	0.00500	0.50000	0.50000	2000.00000	0.08800	0.01628
500.00000	2.00000	20000.00000	0.00014	0.00005	0.00005	1.50000	1.00000	0.10000	0.01000	0.50000	0.50000	2000.00000	0.19050	0.02257
500.00000	2.00000	20000.00000	0.00014	0.00005	0.00005	1.50000	1.00000	0.10000	0.02000	0.50000	0.50000	2000.00000	0.33850	0.02719
500.00000	2.00000	20000.00000	0.00014	0.00005	0.00005	1.50000	1.00000	0.10000	0.05000	0.50000	0.50000	2000.00000	0.61800	0.02792
500.00000	2.00000	20000.00000	0.00021	0.00005	0.00005	1.50000	1.00000	0.10000	0.00500	0.50000	0.50000	2000.00000	0.11300	0.01819
500.00000	2.00000	20000.00000	0.00021	0.00005	0.00005	1.50000	1.00000	0.10000	0.01000	0.50000	0.50000	2000.00000	0.19250	0.02266
500.00000	2.00000	20000.00000	0.00021	0.00005	0.00005	1.50000	1.00000	0.10000	0.02000	0.50000	0.50000	2000.00000	0.35850	0.02756
500.00000	2.00000	20000.00000	0.00021	0.00005	0.00005	1.50000	1.00000	0.10000	0.05000	0.50000	0.50000	2000.00000	0.62300	0.02785
500.00000	2.00000	20000.00000	0.00030	0.00005	0.00005	1.50000	1.00000	0.10000	0.00500	0.50000	0.50000	2000.00000	0.11150	0.01809
500.00000	2.00000	20000.00000	0.00030	0.00005	0.00005	1.50000	1.00000	0.10000	0.01000	0.50000	0.50000	2000.00000	0.19800	0.02290
500.00000	2.00000	20000.00000	0.00030	0.00005	0.00005	1.50000	1.00000	0.10000	0.02000	0.50000	0.50000	2000.00000	0.35250	0.02745
500.00000	2.00000	20000.00000	0.00030	0.00005	0.00005	1.50000	1.00000	0.10000	0.05000	0.50000	0.50000	2000.00000	0.63250	0.02771
500.00000	2.00000	20000.00000	0.00043	0.00005	0.00005	1.50000	1.00000	0.10000	0.00500	0.50000	0.50000	2000.00000	0.11100	0.01805
500.00000	2.00000	20000.00000	0.00043	0.00005	0.00005	1.50000	1.00000	0.10000	0.01000	0.50000	0.50000	2000.00000	0.19450	0.02275
500.00000	2.00000	20000.00000	0.00043	0.00005	0.00005	1.50000	1.00000	0.10000	0.02000	0.50000	0.50000	2000.00000	0.35150	0.02744
500.00000	2.00000	20000.00000	0.00043	0.00005	0.00005	1.50000	1.00000	0.10000	0.05000	0.50000	0.50000	2000.00000	0.64000	0.02758
