Theta	Demes	TotalKappa	migration	mutation	frequency	growth	s	r	z	RatioCapacities	RatioMigration	replicates	Rescue	Error
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30250	0.02640
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.07100	0.01476
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31950	0.02680
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05650	0.01327
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32550	0.02693
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06050	0.01370
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.29650	0.02625
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05500	0.01310
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31600	0.02672
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05700	0.01332
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33050	0.02703
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05650	0.01327
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32300	0.02687
100.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05800	0.01343
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31700	0.02674
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06100	0.01375
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33350	0.02709
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06150	0.01381
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33500	0.02712
100.00000	2.00000	20000.00000	0.00068	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05550	0.01316
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31800	0.02676
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05700	0.01332
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30850	0.02654
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05850	0.01349
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31100	0.02660
100.00000	2.00000	20000.00000	0.00100	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33100	0.02704
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05050	0.01258
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32150	0.02684
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06250	0.01391
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32000	0.02681
100.00000	2.00000	20000.00000	0.00147	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06050	0.01370
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31150	0.02661
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31600	0.02672
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06100	0.01375
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32150	0.02684
100.00000	2.00000	20000.00000	0.00215	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05800	0.01343
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30700	0.02651
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06100	0.01375
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32200	0.02685
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05900	0.01354
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32400	0.02689
100.00000	2.00000	20000.00000	0.00316	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05800	0.01343
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33350	0.02709
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04950	0.01247
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32850	0.02699
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05600	0.01321
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33250	0.02707
100.00000	2.00000	20000.00000	0.00464	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05550	0.01316
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30350	0.02642
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04600	0.01204
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33600	0.02714
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04900	0.01241
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33250	0.02707
100.00000	2.00000	20000.00000	0.00681	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05650	0.01327
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32800	0.02698
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05300	0.01287
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33450	0.02711
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05950	0.01359
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.35750	0.02754
100.00000	2.00000	20000.00000	0.01000	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06200	0.01386
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.28100	0.02583
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04450	0.01185
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.34300	0.02728
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05050	0.01258
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.37450	0.02781
100.00000	2.00000	20000.00000	0.01468	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05650	0.01327
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.28000	0.02580
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04900	0.01241
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33350	0.02709
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05700	0.01332
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.36650	0.02769
100.00000	2.00000	20000.00000	0.02154	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06100	0.01375
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.22950	0.02417
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03800	0.01099
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.37500	0.02782
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05800	0.01343
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.38700	0.02799
100.00000	2.00000	20000.00000	0.03162	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05200	0.01276
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.18900	0.02250
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.02350	0.00871
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.39350	0.02807
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04550	0.01198
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.42300	0.02839
100.00000	2.00000	20000.00000	0.04642	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05300	0.01287
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.13050	0.01936
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.01450	0.00687
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.39950	0.02815
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04500	0.01191
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.44150	0.02854
100.00000	2.00000	20000.00000	0.06813	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03750	0.01092
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.07350	0.01500
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00400	0.00363
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.43300	0.02847
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04200	0.01153
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.48950	0.02873
100.00000	2.00000	20000.00000	0.10000	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03900	0.01113
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04350	0.01172
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00050	0.00128
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.51700	0.02872
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03450	0.01049
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.60400	0.02811
100.00000	2.00000	20000.00000	0.14678	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.04050	0.01133
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.02600	0.00915
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.67550	0.02691
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.02650	0.00923
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.77750	0.02390
100.00000	2.00000	20000.00000	0.21544	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03900	0.01113
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.01900	0.00785
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.79550	0.02318
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.01050	0.00586
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.94650	0.01293
100.00000	2.00000	20000.00000	0.31623	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.03150	0.01004
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.01350	0.00663
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.72800	0.02557
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.98250	0.00754
100.00000	2.00000	20000.00000	0.46416	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.01800	0.00764
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00950	0.00557
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.72750	0.02559
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.95250	0.01222
100.00000	2.00000	20000.00000	0.68129	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00400	0.00363
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00650	0.00462
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.71950	0.02582
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.93150	0.01452
100.00000	2.00000	20000.00000	1.00000	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.00000	0.00000
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33300	0.02708
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05500	0.01310
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31050	0.02659
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05850	0.01349
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.34200	0.02726
500.00000	2.00000	20000.00000	0.00010	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31050	0.02659
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05950	0.01359
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30850	0.02654
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06250	0.01391
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.34100	0.02724
500.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06500	0.01417
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.30650	0.02649
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05850	0.01349
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31300	0.02665
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06050	0.01370
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32000	0.02681
500.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05350	0.01293
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32900	0.02700
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05450	0.01305
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33400	0.02710
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32000	0.02681
500.00000	2.00000	20000.00000	0.00032	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33550	0.02713
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.06000	0.01365
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.25000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.33550	0.02713
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.25000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05750	0.01338
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00050	1.50000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32650	0.02695
500.00000	2.00000	20000.00000	0.00046	0.00005	0.00005	1.50000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05700	0.01332
