Theta	Demes	TotalKappa	migration	mutation	frequency	growth	s	r	z	RatioCapacities	RatioMigration	replicates	Rescue	Error
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.50000	0.90000	2000.00000	0.36550	0.02767
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.10000	2000.00000	0.38950	0.02802
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.50000	2000.00000	0.37450	0.02781
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.90000	2000.00000	0.37150	0.02777
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.10000	2000.00000	0.29400	0.02618
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.50000	2000.00000	0.29750	0.02627
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.90000	2000.00000	0.30450	0.02645
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.10000	2000.00000	0.29200	0.02613
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.32600	0.02694
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.90000	2000.00000	0.32700	0.02696
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.90000	0.10000	2000.00000	0.32650	0.02695
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.90000	0.50000	2000.00000	0.32450	0.02691
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.90000	0.90000	2000.00000	0.35000	0.02741
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.10000	0.10000	2000.00000	0.20100	0.02303
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.10000	0.50000	2000.00000	0.16450	0.02130
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.10000	0.90000	2000.00000	0.20650	0.02326
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.50000	0.10000	2000.00000	0.16000	0.02107
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.50000	0.50000	2000.00000	0.16800	0.02148
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.50000	0.90000	2000.00000	0.15050	0.02055
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.90000	0.10000	2000.00000	0.16000	0.02107
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.90000	0.50000	2000.00000	0.16550	0.02136
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.30000	0.02000	0.90000	0.90000	2000.00000	0.16500	0.02133
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.10000	0.10000	2000.00000	0.10500	0.01762
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.10000	0.50000	2000.00000	0.10850	0.01787
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.10000	0.90000	2000.00000	0.10950	0.01794
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.50000	0.10000	2000.00000	0.08050	0.01563
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.08050	0.01563
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.50000	0.90000	2000.00000	0.08050	0.01563
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.90000	0.10000	2000.00000	0.09700	0.01701
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.90000	0.50000	2000.00000	0.09350	0.01673
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00010	1.01000	0.50000	0.90000	0.02000	0.90000	0.90000	2000.00000	0.07800	0.01541
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.10000	0.10000	2000.00000	0.16050	0.02109
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.10000	0.50000	2000.00000	0.15500	0.02080
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.10000	0.90000	2000.00000	0.16050	0.02109
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.50000	0.10000	2000.00000	0.13750	0.01979
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.50000	0.50000	2000.00000	0.13650	0.01973
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.50000	0.90000	2000.00000	0.13950	0.01991
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.10000	2000.00000	0.12350	0.01891
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.50000	2000.00000	0.12950	0.01929
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.90000	2000.00000	0.13400	0.01958
100.00000	2.00000	20000.00000	0.00015	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.10000	0.10000	2000.00000	0.07700	0.01532
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.10000	2000.00000	0.14600	0.02029
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.50000	2000.00000	0.11100	0.01805
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.30000	0.02000	0.90000	0.90000	2000.00000	0.12750	0.01917
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.10000	0.10000	2000.00000	0.06950	0.01461
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.10000	0.50000	2000.00000	0.07950	0.01555
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.10000	0.90000	2000.00000	0.07750	0.01537
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.10000	2000.00000	0.07100	0.01476
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.05800	0.01343
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.50000	0.90000	2000.00000	0.05850	0.01349
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.90000	0.10000	2000.00000	0.04900	0.01241
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.90000	0.50000	2000.00000	0.04750	0.01222
100.00000	2.00000	20000.00000	0.00022	0.00005	0.00005	1.01000	1.00000	0.90000	0.02000	0.90000	0.90000	2000.00000	0.04650	0.01210
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.10000	0.10000	2000.00000	0.35200	0.02745
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.10000	0.50000	2000.00000	0.35650	0.02752
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.10000	0.90000	2000.00000	0.34800	0.02737
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.50000	0.10000	2000.00000	0.37900	0.02788
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.50000	0.50000	2000.00000	0.36450	0.02766
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.50000	0.90000	2000.00000	0.36850	0.02772
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.10000	2000.00000	0.37550	0.02783
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.50000	2000.00000	0.39450	0.02809
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.30000	0.02000	0.90000	0.90000	2000.00000	0.37450	0.02781
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.10000	2000.00000	0.30900	0.02655
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.50000	2000.00000	0.30050	0.02635
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.10000	0.90000	2000.00000	0.28900	0.02605
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.10000	2000.00000	0.31350	0.02666
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.50000	2000.00000	0.31300	0.02665
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.50000	0.90000	2000.00000	0.30000	0.02633
100.00000	2.00000	20000.00000	0.00032	0.00005	0.00050	1.01000	0.10000	0.90000	0.02000	0.90000	0.10000	2000.00000	0.32900	0.02700
